COW,Religiosity_Wave_7,Religiosity_Wave_6,Religiosity_Wave_5,Religiosity_Wave_4,Religiosity_Wave_3,Religiosity_Wave_2,Country,HDI_Wave_2,HDI_Wave_3,HDI_Wave_4,HDI_Wave_5,HDI_Wave_6,HDI_Wave_7,Life_Expectancy_Index_Wave_2,Life_Expectancy_Index_Wave_3,Life_Expectancy_Index_Wave_4,Life_Expectancy_Index_Wave_5,Life_Expectancy_Index_Wave_6,Life_Expectancy_Index_Wave_7,Education_Index_Wave_2,Education_Index_Wave_3,Education_Index_Wave_4,Education_Index_Wave_5,Education_Index_Wave_6,Education_Index_Wave_7,Income_Index_Wave_2,Income_Index_Wave_3,Income_Index_Wave_4,Income_Index_Wave_5,Income_Index_Wave_6,Income_Index_Wave_7,Religiosity_Index_7,Religiosity_Index_6,Religiosity_Index_5,Religiosity_Index_4,Religiosity_Index_3,Religiosity_Index_2
368, , , , ,1.5562560448052, ,Lithuania,.7134,.72148,.781666667,.8298,.85375,.874857143,.768982154,.775616154,.799010769,.801383692,.832942462,.84749033,.667873874,.70873749,.815459954,.892573137,.905825611,.916425453,11952.1,10496.54,14757.24349,23138.36547,25805.83042,33757.80842, , , , ,2.5562560448052, 
446,.693534804495897, , , , , ,Macau SAR, , , , , , , , , , , , , , , , , , , , , , , , ,1.6935348044959, , , , , 
343, , , ,1.78852699739117,1.45307336196938, ,Macedonia, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.78852699739117,2.45307336196938, 
820,2.19100600062602,2.31661195805711,2.39057582095726, , , ,Malaysia,.6556,.68532,.723833333,.7466,.7825,.804428571,.794654769,.804470769,.819640513,.833685538,.844039692,.852935604,.519404734,.571165095,.633169981,.65395325,.710618792,.743997403,11258,14303.51,15167.67676,18633.0249,21430.21597,25980.46848,3.19100600062602,3.31661195805711,3.39057582095726, , , 
781,2.58484822430935, , , , , ,Maldives, , ,.636,.667,.71375,.744142857,.692734154,.749905385,.805215897,.859008308,.901368,.921829231, ,.43266696,.480929283,.509227828,.561196922,.616505342,8848.17,11180.71,13404.64195,14267.11358,15009.22523,15797.67849,3.58484822430935, , , , , 
432, , ,2.52699703576145, , , ,Mali,.2504,.27708,.333666667,.382,.4095,.425857143,.420943077,.43578,.487879487,.537612615,.570686769,.599688571,.103675611,.142302194,.199399551,.263007433,.297993376,.307058811,1472.26,1515.08,1740.715754,1926.362108,1976.742696,2160.789401, , ,3.52699703576145, , , 
70,1.96033792513043,2.15476697301924,2.19382835048112,2.34547379096453,1.98503703103062,1.91149366835839,Mexico,.6672,.68124,.716166667,.7414,.759,.769285714,.778786154,.803741538,.829264359,.834515692,.838971385,.817130549,.527757502,.550901671,.600430229,.653281997,.68696851,.738570632,15090.84,15450.61,17079.05021,17720.29842,18037.12246,18660.33316,2.96033792513043,3.15476697301924,3.19382835048112,3.34547379096453,2.98503703103062,2.91149366835839
359, , ,1.86162938012083,1.89736938594647,1.69139679492954, ,Moldova,.6354,.62488,.657666667,.7116,.74325,.763571429,.718825846,.692373077,.720468718,.752499077,.756373538,.769474945,.518578892,.568984817,.634994032,.718919749,.783024258,.80504488,9613.22,5504.28,6172.82854,8540.08532,10116.47424,12738.38464, , ,2.86162938012083,2.89736938594647,2.69139679492954, 
712,1.01046132845591, , , , , ,Mongolia,.5648,.56876,.6155,.6786,.7205,.738571429,.609495077,.628836923,.669772051,.706183077,.739586154,.781840879,.520512367,.514587915,.599313157,.71805119,.764594078,.762700518,4051.29,4288.94,4904.039957,6681.510361,8771.243082,10494.85496,2.01046132845591, , , , , 
341, , , ,1.45931003561206,1.18093947836744, ,Montenegro, , ,.76,.786,.81475,.829285714,.841378769,.825822692,.830206923,.841263385,.867350462,.873055604, , ,.699138308,.771342923,.816941584,.83347891, ,10829.42,13069.8368,16008.37612,17339.39617,19966.87687, , , ,2.45931003561206,2.18093947836744, 
600,2.27055879661677,2.51533496284468,2.71897012066005,2.64342923044969, , ,Morocco,.459,.4844,.536333333,.5806,.62925,.672142857,.667735077,.698541538,.72837359,.762898462,.795190154,.826555165,.289773391,.32956602,.397627573,.455922309,.523189523,.613599524,3798.05,4023.49,4615.838509,5678.181972,6520.17848,7144.84884,3.27055879661677,3.51533496284468,3.71897012066005,3.64342923044969, , 
775,2.43641412769637, , , , , ,Myanmar,.3528,.37696,.425166667,.4752,.537,.583857143,.573886154,.600908846,.624117436,.632377846,.680745846,.709083297,.315169075,.334063222,.358373088,.393691065,.451990495,.524221374,591.05,736.02,1156.950308,2101.466779,3035.424795,4142.486681,3.43641412769637, , , , , 
210,.747511713027519,.838936593628293,.943121841983364, , , ,Netherlands,.8576,.87732,.893166667,.9084,.9285,.937714286,.880217231,.888526154,.899244103,.924920308,.941238154,.949237802,.829688287,.875955933,.874903191,.884807342,.924569631,.958772972,37300.78,42082.79,48322.23177,51798.04139,52302.20522,54957.18322,1.74751171302752,1.83893659362829,1.94312184198336, , , 
920,.866084590200132,1.0915891092504,1.07434218830313, ,1.14624464936857, ,New Zealand,.8228,.85436,.894166667,.915,.92625,.935142857,.864961538,.881226538,.90429,.926627077,.943510769,.959132747,.817197337,.897848865,.94717535,.976483837,.994152627,1.010119207,23156.47,25592.37,29374.21376,32989.41,35913.20778,41239.60297,1.86608459020013,2.0915891092504,2.07434218830313, ,2.14624464936857, 
93,2.22442156654773, , , , , ,Nicaragua,.5032,.52864,.571833333,.5982,.6315,.658,.680488,.705322692,.726637949,.763812615,.807866154,.820503297,.394122074,.435780897,.496523549,.519201491,.549551047,.605442316,2915.27,3303.84,3869.622454,4403.183764,4882.93085,5447.379963,3.22442156654773, , , , , 
475,2.66110131334705,2.62507965343625, ,2.74260998177012,2.64914905847158,2.6400438171063,Nigeria, , ,.456,.4788,.50225,.528857143,.395991077,.395701154,.427081026,.461532308,.483991692,.499376264, , ,.406638571,.443810793,.452474989,.518575615,2937.18,2788.83,3059.219141,4069.80141,4919.746901,4996.953178,3.66110131334705,3.62507965343625, ,3.74260998177012,3.64914905847158,3.6400438171063
385, , ,.922603177796439, ,1.03899388311007, ,Norway,.853,.8766,.913833333,.9364,.94775,.958571429,.879581538,.894910769,.908793077,.931259077,.946090154,.965835604,.814333328,.858950399,.911813636,.927327284,.937490309,.96157737,37526.08,44377.47,54335.31401,66366.1057,67524.28366,65809.95301, , ,1.92260317779644, ,2.03899388311007, 
770,2.54823222988481,2.57245525433107, ,2.73271492820697,2.37672038728326, ,Pakistan,.4074,.42048,.4525,.4952,.5165,.542285714,.616895077,.622960769,.653137949,.671460308,.690154769,.710943297,.227865324,.247507741,.279387941,.341095966,.366872167,.409455406,2956.15,3079.3,3234.837994,3776.184158,3949.00206,4484.659672,3.54823222988481,3.57245525433107, ,3.73271492820697,3.37672038728326, 
667, ,2.37711193451176, , , , ,Palestine, , ,.651,.6712,.699,.717857143,.747992615,.772096154,.780347179,.803555385,.819585231,.838907253, , ,.603088726,.656944719,.683916681,.708727842,4384.95,4873.62,4606.304919,5275.263415,6324.379147,6988.633075, ,3.37711193451176, , , , 
135,2.05382992295929,2.06989178055052,2.06690468025183,2.25783937537294,2.18117836151906, ,Peru,.6278,.64916,.682,.6992,.74475,.767714286,.709529846,.744150385,.789110256,.819150462,.839038462,.847243516,.604667278,.627272668,.663193514,.65863835,.718765585,.771387049,5166.68,6137.31,6476.367907,7995.819828,10402.94164,11877.90877,3.05382992295929,3.06989178055052,3.06690468025183,3.25783937537294,3.18117836151906, 
840,2.50236723943959,2.54342915158979, ,2.50550664408045,2.56137670100099, ,Philippines,.603,.618,.642666667,.6632,.688,.705571429,.722415077,.749310385,.764273333,.776007077,.782798462,.789253846,.561171566,.575492017,.605528607,.624993499,.655066876,.680418259,4096.62,4580.48,5057.004008,5933.995315,7120.349212,8915.512134,3.50236723943959,3.54342915158979, ,3.50550664408045,3.56137670100099, 
290, ,1.9542180820166,2.18708103831994, ,1.95162724610955,1.9425042673808,Poland,.7238,.75336,.800166667,.8252,.85675,.875,.784900615,.806589615,.833949744,.852556923,.874527692,.883281538,.700020689,.752573114,.816232972,.834945042,.872539725,.897663247,10744.5,13480.21,16590.29156,20718.13487,24574.07386,29930.3695, ,2.9542180820166,3.18708103831994, ,2.95162724610955,2.9425042673808
6,2.17233063954854, , ,2.48110427367216,2.45380760680129, ,Puerto Rico, , , , , , , , , , , , , , , , , , , , , , , , ,3.17233063954854, , ,3.48110427367216,3.45380760680129, 
694, ,2.52383188589741, , , , ,Qatar,.7602,.78224,.809333333,.8328,.8365,.852285714,.832803385,.840504231,.850842821,.876782462,.910297846,.926313626,.570541528,.61944273,.651698284,.677810122,.658067615,.681814041,60591.39,71533.11,87068.92942,86673.1316,89950.96924,89736.17186, ,3.52383188589741, , , , 
360,2.04369058834656,2.11214700844893,2.29864187997111, ,1.97824632744095, ,Romania,.6866,.69272,.724666667,.7854,.8085,.822285714,.763618462,.761981154,.777399487,.806965846,.839143385,.853144176,.593226402,.616021035,.677762548,.781127585,.799636479,.787566761,11603.36,12081.97,13296.34378,19004.53066,21288.12767,27288.19087,3.04369058834656,3.11214700844893,3.29864187997111, ,2.97824632744095, 
365,1.41490569006653,1.35707407600698,1.36363331734526, ,1.18114574865436,.912549544798369,Russia,.724,.713,.742333333,.781,.8135,.831857143,.718382769,.702536154,.699042051,.736040308,.779761538,.805188791,.68615778,.702683365,.774616425,.803197333,.831975959,.868687751,17690.6,12624.96,15541.94901,22005.57738,24571.83764,25728.94451,2.41490569006653,2.35707407600698,2.36363331734526, ,2.18114574865436,1.91254954479837
517, ,2.01241161576583,2.5002069501731, , , ,Rwanda, , ,.362333333,.4534,.506,.527571429,.293948923,.319186923,.46322359,.612575385,.674388923,.708812527,.257351177,.286642806,.332997193,.43223548,.488937872,.495871067,896.64,822.63,940.8469451,1290.163939,1632.063716,2013.335924, ,3.01241161576583,3.5002069501731, , , 
670, , , ,2.50701493148416, , ,Saudi Arabia,.6926,.71272,.7485,.794,.8405,.866571429,.766916923,.790943462,.817165641,.846613538,.867203077,.876557363,.495486312,.535151201,.592019008,.668085637,.751572475,.826251414,45328.4,43226.18,41255.95314,44910.94155,47958.97367,47830.0359, , , ,3.50701493148416, , 
348,1.49181532019496, , , , , ,Serbia, , ,.7005,.753,.7825,.803,.782403077,.793133462,.796978462,.82358,.847943385,.859570549,.601013349,.625669054,.652327746,.722014886,.762287913,.79869402, ,8503.35,9829.958451,13351.32152,14486.67817,16622.83068,2.49181532019496, , , , , 
830,1.53036951623863,1.70051170697674, ,1.77493221984749, , ,Singapore,.748,.7856,.836666667,.8854,.9215,.937142857,.854032,.875873077,.910748462,.937375385,.95716,.971168571,.563390025,.627137881,.687986835,.769255338,.835899554,.873365808,42011.86,52295.55,56945.48979,69331.57544,80772.20263,86198.77851,2.53036951623863,2.70051170697674, ,2.77493221984749, , 
317, , , , ,1.56549251986226,1.42693083133248,Slovakia,.6976,.72672,.774166667,.8204,.8465,.855285714,.791758462,.808689231,.824315128,.840462154,.864754769,.87460989,.599437143,.658567664,.734911796,.810186117,.842171432,.84037982,14058.11,15923.52,18105.7764,24177.71139,26539.40908,29792.73811, , , , ,2.56549251986226,2.42693083133248
349, ,1.10281970363642,1.21264047791083, ,1.22132775378444, ,Slovenia, , ,.840166667,.8808,.89625,.913571429,.824242462,.846825,.870273333,.901947077,.926459692,.938779121,.624587596,.694495549,.827593397,.891917528,.915449657,.938924923, ,23043.11,27873.79155,33227.33284,32121.70305,36467.53819, ,2.10281970363642,2.21264047791083, ,2.22132775378444, 
560, ,2.08171231257466,2.29877124296286,2.29575398322228,2.3006207020478,2.13511258809586,South Africa,.646,.6516,.632,.6462,.6995,.722428571,.663501846,.632796154,.561570769,.543750769,.637870154,.689101758,.615294138,.653513001,.661680714,.698446023,.72918243,.757863865,10397.55,10447.24,11113.43652,12973.52685,13580.92109,13281.68795, ,3.08171231257466,3.29877124296286,3.29575398322228,3.3006207020478,3.13511258809586
732,.860054026456892,1.18196882120825,1.17041774176489,1.18252108003636,1.42347541434279,1.58279548897171,South Korea,.7548,.78816,.834833333,.8698,.9,.918,.812957846,.840965,.879064872,.915983385,.946344308,.973795604,.728970345,.783661938,.825137688,.85994301,.886964453,.894342454,14627.25,19121.37,24437.17332,30883.67983,36368.99265,41787.08321,1.86005402645689,2.18196882120825,2.17041774176489,2.18252108003636,2.42347541434279,2.58279548897171
230, ,.914058837503509,1.01965146452784,1.29347571692607,1.47822051076206,1.30043008928959,Spain,.7726,.79832,.831333333,.857,.8775,.899142857,.884827077,.901310769,.918010769,.939114154,.960024308,.968553626,.667219388,.719480984,.748430683,.783978846,.827449541,.875768853,27215.38,29672.17,35256.15543,38200.36678,35970.54961,38767.61658, ,1.91405883750351,2.01965146452784,2.29347571692607,2.47822051076206,2.30043008928959
380, ,.751084413989848,.815010713617462,.898711774736345,.854274373702804, ,Sweden,.8268,.86556,.905833333,.905,.92225,.942142857,.893135385,.909813462,.922456154,.938223385,.951275385,.962541538,.750935435,.865092346,.933852314,.866254491,.89936491,.989789992,33811.33,36428.87,42535.50343,48304.3965,49737.1829,52896.4425, ,1.75108441398985,1.81501071361746,1.89871177473634,1.8542743737028, 
225, , ,1.28182745233058, ,1.21421466441292,1.51026608734063,Switzerland,.8568,.86936,.891166667,.9202,.947,.958,.891396923,.908926923,.927784103,.949016615,.963830154,.976044835,.757076959,.782914094,.80625273,.852802379,.90181743,.929022281,57530.2,58089.6,63568.46064,66836.64785,69671.38197,67960.00796, , ,2.28182745233058, ,2.21421466441292,2.51026608734063
713,1.22685438515599,1.27188998613301,1.06890513422004, ,1.27959055162942, ,Taiwan ROC, , , , , , , , , , , , , , , , , , , , , , , , ,2.22685438515599,2.27188998613301,2.06890513422004, ,2.27959055162942, 
702,2.01777287510372, , , , , ,Tajikistan,.5818,.54936,.576833333,.6262,.6475,.668285714,.580548308,.616666154,.682984615,.727602769,.745626769,.768283297,.642628815,.622513989,.636300058,.67335487,.689048907,.701947923,3623.25,1529.06,1839.246392,2762.656757,3207.564758,3950.147064,3.01777287510372, , , , , 
510, , , ,2.61912617581595, , ,Tanzania,.3698,.37296,.412,.4644,.507,.536428571,.478296308,.47334,.516988462,.577569231,.646208923,.70805956,.284256367,.29364728,.346363892,.415789948,.451098661,.460717827,1297.78,1306.44,1479.717121,1819.228188,2110.51572,2528.449761, , , ,3.61912617581595, , 
800,1.4758374711567,1.58744888709258,1.95679236277195, , , ,Thailand,.5946,.62332,.6705,.7198,.7535,.793857143,.782588615,.799856923,.811882308,.847011385,.873300308,.900628571,.433652916,.480563756,.562221343,.63496908,.676938242,.758882926,8012.92,9652.87,10161.53757,12645.18781,14482.71896,16701.14899,2.4758374711567,2.58744888709258,2.95679236277195, , , 
52, ,2.3574617239491,2.3316824642295, , , ,Tinidad and Tobago,.665,.6834,.726166667,.7724,.80225,.816,.747215692,.754067308,.765174103,.796343692,.824297538,.831693407,.579009256,.61234757,.654863034,.704107833,.751407721,.795588423,10467.48,12239.38,17948.53485,25829.87486,26765.003,25747.83484, ,3.3574617239491,3.3316824642295, , , 
616,2.039040822843,2.32325263665766, , , , ,Tunisia,.5886,.61712,.667833333,.7052,.72575,.738,.782098769,.809228077,.830433077,.846796923,.854553231,.853473407,.465839774,.517447783,.588950589,.647745235,.678561688,.711952699,5865.51,6560.82,7880.040335,9512.038599,10396.67894,10680.50637,3.039040822843,3.32325263665766, , , , 
640,1.96507960431891,2.17102052258308,2.17246895959733,2.16470860760829,2.18780034933079,1.99681101133016,Turkey,.6098,.63216,.678,.7152,.78475,.832142857,.746369538,.774459615,.803833077,.833190769,.857075385,.87412,.439706853,.469114759,.542613737,.588183158,.713986906,.833672698,13357.26,15195.49,15514.13807,19117.54882,22572.81617,27851.77156,2.96507960431891,3.17102052258308,3.17246895959733,3.16470860760829,3.18780034933079,2.99681101133016
500, , , ,2.5300286922238, , ,Uganda,.3306,.35272,.412166667,.4748,.50775,.521714286,.405279692,.413034231,.453066667,.538129231,.596945538,.650790769,.274604012,.317495384,.427566057,.503182747,.51824886,.501358858,934.63,1149,1308.499088,1640.202644,1940.658053,2087.748754, , , ,3.5300286922238, , 
369,1.58625868654617,1.61946459217436,1.58317988148058, ,1.37937665717422, ,Ukraine,.7118,.69316,.717833333,.754,.772,.778857143,.747136615,.730794231,.740872051,.753910462,.794115077,.825568132,.670622272,.70386073,.764363226,.807017984,.810122419,.807197419,13125.19,7182.46,8339.13465,11883.12028,12403.40951,12392.55212,2.58625868654617,2.61946459217436,2.58317988148058, ,2.37937665717422, 
200, , ,1.14878408071126, ,1.47251644105137, ,United Kingdom,.8154,.83348,.870833333,.8984,.91575,.928285714,.864113231,.876576923,.894440256,.916433846,.935878769,.938887912,.750818634,.792704471,.846343894,.885544408,.916251331,.945606118,31511.12,33283.25,39260.19418,42438.4153,42100.52692,45102.01271, , ,2.14878408071126, ,2.47251644105137, 
2,1.42102774388094,1.72023133402611,1.87597756065394,2.08579402599911,2.02810159078276, ,United States of America,.8774,.88648,.893,.9048,.91625,.923428571,.855307385,.866103462,.877240769,.893095692,.906168308,.899514505,.890326191,.896026429,.876704174,.887986321,.901466597,.917308834,39899.41,44556.82,50922.75908,54483.92709,56167.26916,61900.96356,2.42102774388094,2.72023133402611,2.87597756065394,3.08579402599911,3.02810159078276, 
165, ,1.1555652568915,1.30371382589187, ,1.31026656776066, ,Uruguay,.7082,.72544,.760666667,.7722,.80125,.816428571,.822198769,.833878077,.85233641,.868967692,.878641846,.882775824,.631445085,.657730462,.731329166,.730844296,.765887687,.803602807,11807.65,13932.2,13583.4804,15828.02214,19848.94539,21457.81781, ,2.1555652568915,2.30371382589187, ,2.31026656776066, 
704, ,1.81357913562701, , , , ,Uzbekistan, , ,.6206,.6526,.6895,.717,.692614462,.689064231,.713432308,.742486154,.766098769,.782254066, , ,.654142406,.678470218,.69659217,.732887426,3035.92,2573.78,2927.080168,3969.702232,5611.003385,7202.444844, ,2.81357913562701, , , , 
101,1.96079623127133, , ,2.23100324674123,2.19050156853996, ,Venezuela,.6708,.67996,.692333333,.7428,.76825,.730428571,.796762769,.806248846,.802689487,.811068923,.815043077,.797353626,.517145628,.530367371,.569637988,.671479874,.718367138,.732781798,17441.14,17349.14,15314.22817,18794.1036,19359.2902,10215.86495,2.96079623127133, , ,3.23100324674123,3.19050156853996, 
816,1.24534057181351, ,.992860896509739,.947952868460122, , ,Vietnam,.504,.5444,.602333333,.6466,.674,.696714286,.77046,.795392308,.811134103,.821341846,.826274154,.83262044,.40892737,.469043621,.547049911,.608629081,.636056398,.658481183,1797.91,2477.35,3184.261937,4300.505753,5372.570395,7031.220459,2.24534057181351, ,1.99286089650974,1.94795286846012, , 
679, ,2.52352439002946, , , , ,Yemen,.3912,.41624,.463,.4976,.50975,.462571429,.605383692,.628904231,.669842564,.714631692,.729143385,.694428791,.239264296,.270669791,.316169461,.34891555,.380715466,.389798272,2573.72,2995.09,3441.681244,3846.609713,3240.951525,1422.648461, ,3.52352439002946, , , , 
345, , ,1.64952314020364,1.49418924501153,1.20825740451466, ,Yugoslavia, , , , , , , , , , , , , , , , , , , , , , , , , , ,2.64952314020364,2.49418924501153,2.20825740451466, 
551, , ,2.42298203316837, , , ,Zambia,.4106,.41232,.432833333,.4952,.54825,.568,.411073846,.386275769,.411946923,.505965538,.596965538,.645846374,.396808747,.429121091,.454760502,.526429257,.543680394,.558823108,1879.29,1810.21,1967.653925,2396.00063,3146.226081,3307.346297, , ,3.42298203316837, , , 
552,2.54923798751027,2.54769785480357, ,2.51274920658587, , ,Zimbabwe,.4992,.47804,.447833333,.4588,.55875,.594285714,.556821846,.43961,.370024359,.401621846,.541320923,.623495385,.484667354,.505689222,.529109996,.557639149,.596747199,.634730704,2592.06,2709.83,2370.48412,1930.396342,3373.495168,3710.993637,3.54923798751027,3.54769785480357, ,3.51274920658587, , 
